Mean TemperatureC,Max TemperatureC_1_days_before,Mean TemperatureC_1_days_before,Min TemperatureC_1_days_before,Dew PointC_1_days_before,MeanDew PointC_1_days_before,Min DewpointC_1_days_before,Max Humidity_1_days_before, Mean Humidity_1_days_before, Min Humidity_1_days_before, Max Sea Level PressurehPa_1_days_before, Mean Sea Level PressurehPa_1_days_before, Min Sea Level PressurehPa_1_days_before, Max VisibilityKm_1_days_before, Mean VisibilityKm_1_days_before, Min VisibilitykM_1_days_before, Max Wind SpeedKm/h_1_days_before, Mean Wind SpeedKm/h_1_days_before,Precipitationmm_1_days_before
26,31.0,24.0,18.0,66.0,65.0,63.0,93.0,70.0,46.0,1019.0,1017.0,1016.0,16.0,16.0,14.0,13.0,3.0,0.0
26,32.0,26.0,19.0,70.0,66.0,64.0,93.0,70.0,46.0,1017.0,1015.0,1012.0,16.0,16.0,16.0,14.0,3.0,0.0
26,32.0,26.0,19.0,70.0,66.0,64.0,90.0,69.0,47.0,1015.0,1013.0,1011.0,16.0,16.0,16.0,21.0,8.0,0.0
27,31.0,26.0,20.0,70.0,66.0,63.0,90.0,68.0,45.0,1016.0,1014.0,1013.0,16.0,16.0,16.0,19.0,6.0,0.0
27,32.0,27.0,21.0,72.0,68.0,66.0,97.0,72.0,47.0,1019.0,1016.0,1014.0,16.0,16.0,16.0,19.0,6.0,0.0
27,32.0,27.0,21.0,70.0,67.0,64.0,97.0,72.0,46.0,1016.0,1015.0,1013.0,16.0,16.0,16.0,14.0,5.0,0.0
28,33.0,27.0,21.0,70.0,67.0,64.0,97.0,71.0,44.0,1015.0,1014.0,1012.0,16.0,16.0,16.0,19.0,6.0,0.0
29,34.0,28.0,22.0,71.0,68.0,64.0,93.0,67.0,41.0,1016.0,1014.0,1012.0,16.0,16.0,16.0,14.0,5.0,0.0
28,35.0,29.0,22.0,70.0,67.0,61.0,87.0,60.0,33.0,1014.0,1012.0,1009.0,16.0,16.0,16.0,13.0,5.0,0.0
29,34.0,28.0,22.0,70.0,68.0,66.0,79.0,62.0,44.0,1012.0,1010.0,1008.0,16.0,16.0,16.0,16.0,6.0,0.0
29,34.0,29.0,23.0,72.0,70.0,69.0,93.0,71.0,49.0,1012.0,1009.0,1007.0,16.0,16.0,16.0,24.0,11.0,0.0
29,34.0,29.0,24.0,75.0,73.0,71.0,88.0,70.0,52.0,1012.0,1010.0,1008.0,16.0,16.0,16.0,21.0,10.0,0.0
26,35.0,29.0,24.0,74.0,72.0,69.0,94.0,70.0,46.0,1013.0,1010.0,1008.0,16.0,16.0,16.0,29.0,11.0,0.0
28,30.0,26.0,22.0,76.0,73.0,71.0,100.0,87.0,74.0,1014.0,1012.0,1010.0,16.0,13.0,0.0,21.0,10.0,34.0
26,32.0,28.0,23.0,76.0,73.0,69.0,100.0,78.0,55.0,1015.0,1014.0,1010.0,16.0,14.0,3.0,26.0,6.0,5.0
27,28.0,26.0,23.0,75.0,73.0,70.0,94.0,84.0,74.0,1015.0,1013.0,1008.0,16.0,13.0,0.0,24.0,11.0,34.0
28,32.0,27.0,22.0,77.0,74.0,71.0,100.0,83.0,65.0,1014.0,1011.0,1007.0,16.0,11.0,0.0,37.0,8.0,68.0
26,32.0,28.0,23.0,75.0,73.0,70.0,100.0,82.0,64.0,1017.0,1014.0,1012.0,16.0,16.0,11.0,19.0,6.0,0.0
26,29.0,26.0,22.0,76.0,73.0,70.0,94.0,87.0,79.0,1019.0,1017.0,1015.0,16.0,13.0,0.0,21.0,2.0,28.0
26,28.0,26.0,22.0,77.0,73.0,70.0,100.0,90.0,79.0,1018.0,1017.0,1015.0,16.0,13.0,0.0,27.0,5.0,12.0
27,30.0,26.0,22.0,78.0,75.0,70.0,100.0,85.0,70.0,1019.0,1017.0,1015.0,16.0,11.0,0.0,27.0,6.0,24.0
29,32.0,27.0,22.0,77.0,74.0,71.0,100.0,84.0,68.0,1020.0,1018.0,1017.0,16.0,14.0,10.0,16.0,8.0,0.0
28,33.0,29.0,24.0,76.0,73.0,71.0,94.0,73.0,52.0,1022.0,1019.0,1017.0,16.0,16.0,16.0,21.0,8.0,0.0
28,33.0,28.0,23.0,74.0,73.0,70.0,100.0,78.0,56.0,1022.0,1020.0,1017.0,16.0,16.0,16.0,19.0,5.0,0.0
29,34.0,28.0,23.0,74.0,72.0,70.0,100.0,76.0,52.0,1020.0,1018.0,1015.0,16.0,16.0,16.0,19.0,6.0,0.0
28,34.0,29.0,24.0,74.0,73.0,70.0,94.0,73.0,52.0,1018.0,1015.0,1012.0,16.0,16.0,16.0,16.0,10.0,0.0
28,33.0,28.0,23.0,75.0,73.0,70.0,94.0,75.0,56.0,1018.0,1016.0,1014.0,16.0,16.0,10.0,23.0,2.0,0.0
29,33.0,28.0,23.0,75.0,73.0,70.0,94.0,73.0,52.0,1018.0,1016.0,1014.0,16.0,14.0,3.0,21.0,3.0,2.0
29,34.0,29.0,23.0,74.0,72.0,70.0,100.0,75.0,49.0,1017.0,1015.0,1013.0,16.0,14.0,8.0,16.0,8.0,0.0
27,34.0,29.0,23.0,76.0,73.0,71.0,100.0,76.0,52.0,1019.0,1016.0,1014.0,16.0,11.0,0.0,23.0,6.0,19.0
27,33.0,27.0,22.0,75.0,71.0,69.0,93.0,78.0,63.0,1018.0,1016.0,1015.0,16.0,16.0,16.0,27.0,6.0,19.0
29,33.0,27.0,21.0,73.0,71.0,69.0,100.0,78.0,56.0,1017.0,1015.0,1013.0,16.0,16.0,10.0,26.0,10.0,19.0
29,33.0,29.0,24.0,74.0,72.0,69.0,88.0,69.0,49.0,1017.0,1015.0,1012.0,16.0,14.0,11.0,19.0,10.0,19.0
29,33.0,29.0,24.0,74.0,73.0,72.0,94.0,73.0,52.0,1017.0,1015.0,1013.0,16.0,16.0,14.0,23.0,11.0,0.0
29,33.0,29.0,24.0,75.0,73.0,71.0,94.0,75.0,56.0,1019.0,1016.0,1013.0,16.0,16.0,13.0,23.0,11.0,0.0
29,33.0,29.0,25.0,74.0,72.0,69.0,88.0,72.0,55.0,1018.0,1016.0,1012.0,16.0,14.0,11.0,26.0,13.0,0.0
29,33.0,29.0,26.0,75.0,73.0,70.0,85.0,71.0,56.0,1017.0,1014.0,1013.0,16.0,16.0,13.0,26.0,13.0,0.0
29,33.0,29.0,26.0,74.0,72.0,69.0,85.0,69.0,52.0,1017.0,1015.0,1014.0,16.0,14.0,10.0,29.0,13.0,0.0
29,34.0,29.0,24.0,74.0,71.0,66.0,88.0,65.0,41.0,1019.0,1017.0,1015.0,16.0,14.0,10.0,26.0,13.0,0.0
28,34.0,29.0,23.0,74.0,70.0,64.0,94.0,68.0,41.0,1020.0,1018.0,1016.0,16.0,14.0,10.0,21.0,10.0,0.0
29,34.0,28.0,23.0,73.0,70.0,66.0,94.0,69.0,44.0,1021.0,1019.0,1018.0,16.0,16.0,13.0,23.0,8.0,0.0
30,34.0,29.0,23.0,73.0,71.0,68.0,87.0,67.0,46.0,1020.0,1018.0,1015.0,16.0,16.0,16.0,19.0,8.0,0.0
30,36.0,30.0,24.0,73.0,71.0,68.0,94.0,69.0,43.0,1016.0,1014.0,1010.0,16.0,16.0,14.0,21.0,8.0,0.0
29,36.0,30.0,23.0,72.0,69.0,62.0,87.0,61.0,34.0,1014.0,1012.0,1009.0,16.0,16.0,16.0,16.0,10.0,0.0
29,35.0,29.0,24.0,72.0,70.0,66.0,87.0,64.0,41.0,1016.0,1013.0,1010.0,16.0,16.0,16.0,21.0,10.0,0.0
30,35.0,29.0,23.0,72.0,70.0,67.0,93.0,69.0,44.0,1017.0,1014.0,1012.0,16.0,16.0,6.0,19.0,10.0,0.0
31,36.0,30.0,24.0,74.0,72.0,69.0,88.0,66.0,43.0,1017.0,1014.0,1010.0,16.0,16.0,16.0,21.0,11.0,0.0
31,37.0,31.0,25.0,74.0,72.0,69.0,88.0,65.0,42.0,1016.0,1015.0,1013.0,16.0,16.0,16.0,23.0,11.0,0.0
30,36.0,31.0,24.0,74.0,72.0,68.0,88.0,65.0,42.0,1018.0,1015.0,1013.0,16.0,16.0,16.0,21.0,10.0,0.0
30,36.0,30.0,23.0,73.0,71.0,67.0,94.0,66.0,38.0,1017.0,1014.0,1010.0,16.0,16.0,13.0,19.0,8.0,0.0
31,36.0,30.0,24.0,73.0,71.0,66.0,94.0,66.0,38.0,1014.0,1012.0,1009.0,16.0,16.0,13.0,21.0,10.0,0.0
31,36.0,31.0,25.0,74.0,72.0,68.0,85.0,64.0,42.0,1014.0,1012.0,1009.0,16.0,16.0,16.0,21.0,11.0,0.0
31,37.0,31.0,25.0,73.0,70.0,65.0,88.0,62.0,35.0,1017.0,1014.0,1012.0,16.0,16.0,16.0,23.0,11.0,0.0
31,37.0,31.0,25.0,74.0,71.0,68.0,85.0,62.0,38.0,1018.0,1015.0,1012.0,16.0,16.0,16.0,21.0,10.0,0.0
31,37.0,31.0,24.0,73.0,70.0,66.0,94.0,66.0,38.0,1017.0,1014.0,1010.0,16.0,16.0,16.0,19.0,8.0,0.0
32,37.0,31.0,24.0,75.0,72.0,68.0,94.0,67.0,40.0,1014.0,1012.0,1010.0,16.0,14.0,10.0,19.0,10.0,0.0
32,38.0,32.0,25.0,75.0,72.0,66.0,88.0,62.0,35.0,1015.0,1013.0,1009.0,16.0,14.0,8.0,21.0,10.0,0.0
32,38.0,32.0,25.0,75.0,71.0,65.0,91.0,63.0,35.0,1016.0,1014.0,1011.0,16.0,14.0,10.0,23.0,13.0,0.0
31,38.0,32.0,24.0,74.0,71.0,65.0,88.0,61.0,33.0,1018.0,1016.0,1014.0,16.0,16.0,16.0,19.0,10.0,0.0
32,38.0,31.0,24.0,71.0,66.0,60.0,82.0,55.0,27.0,1018.0,1016.0,1014.0,16.0,16.0,16.0,16.0,3.0,0.0
30,39.0,32.0,26.0,70.0,68.0,62.0,69.0,52.0,35.0,1016.0,1015.0,1012.0,16.0,16.0,16.0,21.0,6.0,0.0
31,37.0,30.0,23.0,64.0,61.0,56.0,68.0,47.0,25.0,1016.0,1014.0,1012.0,16.0,16.0,16.0,16.0,5.0,0.0
31,38.0,31.0,24.0,66.0,61.0,58.0,69.0,48.0,26.0,1014.0,1012.0,1009.0,16.0,16.0,16.0,16.0,5.0,0.0
32,37.0,31.0,24.0,69.0,64.0,60.0,79.0,54.0,29.0,1013.0,1011.0,1010.0,16.0,16.0,16.0,21.0,6.0,0.0
32,38.0,32.0,25.0,74.0,70.0,66.0,88.0,62.0,35.0,1016.0,1013.0,1011.0,16.0,16.0,16.0,19.0,10.0,0.0
32,38.0,32.0,26.0,75.0,71.0,64.0,85.0,59.0,33.0,1017.0,1014.0,1011.0,16.0,16.0,16.0,21.0,11.0,0.0
32,39.0,32.0,25.0,73.0,71.0,65.0,85.0,59.0,33.0,1016.0,1012.0,1009.0,16.0,16.0,16.0,21.0,11.0,0.0
32,38.0,32.0,24.0,73.0,70.0,66.0,88.0,61.0,33.0,1014.0,1012.0,1009.0,16.0,16.0,16.0,21.0,10.0,0.0
32,39.0,32.0,24.0,73.0,73.0,72.0,100.0,66.0,31.0,1011.0,1011.0,1011.0,16.0,16.0,16.0,32.0,16.0,0.0
32,39.0,32.0,23.0,73.0,73.0,72.0,100.0,65.0,29.0,1011.0,1011.0,1011.0,16.0,16.0,16.0,32.0,16.0,0.0
32,41.0,32.0,23.0,73.0,73.0,72.0,100.0,62.0,24.0,1011.0,1011.0,1011.0,16.0,16.0,16.0,23.0,10.0,0.0
33,41.0,32.0,24.0,73.0,73.0,72.0,100.0,62.0,24.0,1011.0,1011.0,1011.0,16.0,16.0,16.0,23.0,10.0,0.0
33,41.0,33.0,26.0,69.0,68.0,66.0,55.0,43.0,31.0,1016.0,1014.0,1013.0,16.0,16.0,16.0,21.0,5.0,0.0
32,40.0,33.0,26.0,70.0,67.0,63.0,74.0,51.0,27.0,1016.0,1014.0,1012.0,16.0,16.0,16.0,16.0,5.0,0.0
32,38.0,32.0,26.0,74.0,69.0,65.0,85.0,58.0,31.0,1016.0,1014.0,1012.0,16.0,16.0,16.0,16.0,6.0,0.0
31,37.0,32.0,26.0,73.0,66.0,56.0,74.0,54.0,33.0,1017.0,1015.0,1012.0,16.0,16.0,16.0,16.0,5.0,0.0
30,37.0,31.0,24.0,70.0,67.0,61.0,82.0,58.0,33.0,1016.0,1014.0,1011.0,16.0,16.0,13.0,21.0,6.0,0.0
31,37.0,30.0,23.0,71.0,68.0,64.0,87.0,61.0,35.0,1015.0,1013.0,1010.0,16.0,16.0,14.0,19.0,6.0,0.0
32,37.0,31.0,24.0,73.0,70.0,65.0,88.0,62.0,35.0,1014.0,1010.0,1006.0,16.0,16.0,16.0,23.0,11.0,0.0
26,37.0,32.0,26.0,74.0,72.0,67.0,85.0,62.0,39.0,1012.0,1009.0,1006.0,16.0,16.0,16.0,21.0,10.0,0.0
28,29.0,26.0,23.0,74.0,71.0,66.0,94.0,78.0,62.0,1016.0,1014.0,1011.0,16.0,13.0,2.0,21.0,6.0,9.0
31,33.0,28.0,22.0,74.0,71.0,67.0,93.0,73.0,52.0,1017.0,1015.0,1011.0,16.0,14.0,6.0,23.0,8.0,9.0
32,37.0,31.0,24.0,75.0,73.0,65.0,94.0,65.0,35.0,1015.0,1013.0,1010.0,16.0,16.0,16.0,21.0,10.0,0.0
32,38.0,32.0,24.0,76.0,72.0,65.0,94.0,64.0,33.0,1018.0,1015.0,1013.0,16.0,16.0,16.0,19.0,8.0,0.0
32,38.0,32.0,24.0,73.0,68.0,62.0,87.0,58.0,29.0,1018.0,1016.0,1014.0,16.0,16.0,16.0,14.0,3.0,0.0
30,38.0,32.0,25.0,71.0,68.0,65.0,79.0,56.0,33.0,1018.0,1016.0,1015.0,16.0,16.0,16.0,19.0,5.0,0.0
30,37.0,30.0,23.0,71.0,68.0,64.0,87.0,62.0,36.0,1020.0,1018.0,1016.0,16.0,16.0,16.0,13.0,5.0,0.0
29,37.0,30.0,23.0,72.0,64.0,56.0,87.0,56.0,25.0,1018.0,1016.0,1014.0,16.0,16.0,16.0,19.0,6.0,0.0
28,37.0,29.0,22.0,65.0,60.0,57.0,73.0,50.0,27.0,1016.0,1014.0,1012.0,16.0,16.0,16.0,19.0,6.0,0.0
30,35.0,28.0,22.0,65.0,63.0,60.0,79.0,55.0,31.0,1017.0,1015.0,1014.0,16.0,16.0,16.0,14.0,5.0,0.0
30,36.0,30.0,24.0,67.0,65.0,62.0,74.0,55.0,36.0,1017.0,1015.0,1013.0,16.0,16.0,16.0,16.0,5.0,0.0
29,36.0,30.0,23.0,72.0,67.0,61.0,87.0,59.0,30.0,1018.0,1015.0,1013.0,16.0,16.0,16.0,26.0,8.0,0.0
28,34.0,29.0,23.0,72.0,69.0,63.0,87.0,64.0,41.0,1018.0,1016.0,1013.0,16.0,16.0,16.0,23.0,8.0,0.0
29,35.0,28.0,22.0,70.0,67.0,64.0,90.0,65.0,39.0,1019.0,1016.0,1012.0,16.0,16.0,16.0,19.0,6.0,0.0
31,34.0,29.0,23.0,71.0,69.0,65.0,87.0,64.0,41.0,1016.0,1013.0,1009.0,16.0,16.0,16.0,21.0,5.0,0.0
32,38.0,31.0,24.0,74.0,72.0,66.0,88.0,62.0,35.0,1015.0,1013.0,1010.0,16.0,16.0,16.0,23.0,10.0,0.0
31,38.0,32.0,26.0,77.0,73.0,66.0,91.0,62.0,33.0,1017.0,1014.0,1012.0,16.0,16.0,16.0,26.0,11.0,0.0
31,38.0,31.0,24.0,75.0,71.0,65.0,94.0,63.0,31.0,1018.0,1014.0,1011.0,16.0,16.0,13.0,19.0,10.0,0.0
31,38.0,31.0,24.0,74.0,70.0,64.0,88.0,61.0,33.0,1015.0,1013.0,1010.0,16.0,16.0,16.0,21.0,10.0,0.0
29,37.0,31.0,24.0,74.0,71.0,65.0,88.0,61.0,33.0,1015.0,1012.0,1008.0,16.0,16.0,16.0,16.0,8.0,0.0
29,34.0,29.0,23.0,75.0,73.0,68.0,100.0,74.0,47.0,1015.0,1013.0,1009.0,16.0,13.0,2.0,16.0,5.0,27.0
29,36.0,29.0,22.0,76.0,73.0,68.0,100.0,71.0,42.0,1015.0,1013.0,1009.0,16.0,11.0,0.0,26.0,3.0,20.0
27,34.0,29.0,24.0,75.0,73.0,68.0,94.0,72.0,49.0,1016.0,1013.0,1011.0,16.0,13.0,6.0,19.0,5.0,20.0
25,33.0,27.0,21.0,72.0,57.0,46.0,87.0,55.0,23.0,1019.0,1017.0,1015.0,16.0,16.0,16.0,21.0,8.0,0.0
25,33.0,25.0,17.0,58.0,51.0,47.0,73.0,49.0,24.0,1019.0,1017.0,1014.0,16.0,16.0,16.0,21.0,6.0,0.0
29,32.0,25.0,18.0,68.0,57.0,51.0,79.0,53.0,27.0,1018.0,1016.0,1014.0,16.0,16.0,16.0,19.0,8.0,0.0
29,35.0,29.0,23.0,72.0,70.0,68.0,87.0,67.0,46.0,1019.0,1017.0,1015.0,16.0,16.0,11.0,26.0,8.0,0.0
30,34.0,29.0,24.0,74.0,72.0,69.0,94.0,72.0,49.0,1020.0,1018.0,1015.0,16.0,14.0,3.0,21.0,10.0,1.0
30,36.0,30.0,24.0,73.0,71.0,65.0,94.0,67.0,39.0,1018.0,1016.0,1011.0,16.0,16.0,16.0,21.0,10.0,0.0
29,36.0,30.0,24.0,73.0,70.0,61.0,94.0,64.0,33.0,1015.0,1012.0,1009.0,16.0,16.0,16.0,19.0,10.0,0.0
28,36.0,29.0,23.0,73.0,68.0,53.0,94.0,60.0,26.0,1016.0,1013.0,1011.0,16.0,16.0,16.0,14.0,5.0,0.0
29,35.0,28.0,21.0,70.0,63.0,57.0,90.0,60.0,30.0,1016.0,1015.0,1013.0,16.0,16.0,16.0,14.0,5.0,0.0
29,35.0,29.0,23.0,71.0,64.0,53.0,87.0,57.0,26.0,1016.0,1014.0,1013.0,16.0,16.0,16.0,19.0,6.0,0.0
27,36.0,29.0,21.0,67.0,64.0,61.0,79.0,56.0,33.0,1017.0,1015.0,1014.0,16.0,16.0,16.0,16.0,6.0,0.0
28,34.0,27.0,20.0,69.0,62.0,53.0,90.0,58.0,26.0,1018.0,1016.0,1013.0,16.0,16.0,14.0,16.0,3.0,0.0
29,35.0,28.0,21.0,64.0,58.0,52.0,73.0,49.0,24.0,1017.0,1016.0,1014.0,16.0,16.0,16.0,16.0,3.0,0.0
28,36.0,29.0,22.0,67.0,64.0,60.0,79.0,58.0,36.0,1017.0,1016.0,1014.0,16.0,16.0,16.0,19.0,3.0,0.0
27,35.0,28.0,20.0,65.0,59.0,51.0,84.0,54.0,24.0,1016.0,1014.0,1011.0,16.0,16.0,16.0,19.0,5.0,0.0
26,35.0,27.0,19.0,67.0,59.0,52.0,76.0,50.0,24.0,1014.0,1012.0,1009.0,16.0,16.0,16.0,21.0,3.0,0.0
27,32.0,26.0,21.0,66.0,63.0,60.0,90.0,64.0,38.0,1012.0,1010.0,1008.0,16.0,16.0,11.0,19.0,5.0,0.0
28,34.0,27.0,19.0,66.0,64.0,62.0,87.0,63.0,38.0,1013.0,1011.0,1010.0,16.0,16.0,16.0,16.0,3.0,0.0
28,35.0,28.0,21.0,65.0,62.0,58.0,84.0,56.0,28.0,1016.0,1014.0,1013.0,16.0,16.0,16.0,16.0,3.0,0.0
26,34.0,28.0,21.0,63.0,60.0,57.0,73.0,52.0,30.0,1019.0,1016.0,1014.0,16.0,14.0,2.0,19.0,6.0,0.0
22,32.0,26.0,19.0,58.0,50.0,40.0,68.0,45.0,22.0,1018.0,1015.0,1012.0,16.0,16.0,16.0,19.0,8.0,0.0
23,31.0,22.0,13.0,45.0,43.0,40.0,57.0,40.0,22.0,1014.0,1012.0,1009.0,16.0,16.0,16.0,13.0,5.0,0.0
24,31.0,23.0,15.0,50.0,47.0,44.0,67.0,45.0,23.0,1017.0,1014.0,1012.0,16.0,16.0,16.0,13.0,3.0,0.0
25,29.0,24.0,19.0,56.0,52.0,48.0,57.0,45.0,32.0,1019.0,1017.0,1015.0,16.0,16.0,16.0,14.0,3.0,0.0
25,32.0,25.0,17.0,56.0,53.0,49.0,63.0,44.0,24.0,1021.0,1018.0,1016.0,16.0,16.0,16.0,13.0,5.0,0.0
27,33.0,25.0,17.0,63.0,58.0,53.0,72.0,54.0,36.0,1019.0,1017.0,1015.0,16.0,16.0,16.0,19.0,5.0,0.0
27,33.0,27.0,20.0,69.0,64.0,59.0,90.0,64.0,38.0,1018.0,1016.0,1014.0,16.0,16.0,16.0,16.0,5.0,0.0
26,31.0,27.0,22.0,66.0,64.0,62.0,79.0,62.0,45.0,1021.0,1018.0,1017.0,16.0,16.0,14.0,13.0,3.0,0.0
27,32.0,26.0,19.0,62.0,59.0,58.0,78.0,56.0,34.0,1023.0,1020.0,1017.0,16.0,16.0,16.0,16.0,5.0,0.0
30,35.0,27.0,18.0,64.0,61.0,59.0,78.0,55.0,31.0,1018.0,1013.0,1009.0,16.0,16.0,16.0,21.0,6.0,0.0
26,37.0,30.0,22.0,73.0,67.0,64.0,90.0,62.0,33.0,1010.0,1008.0,1006.0,16.0,14.0,8.0,21.0,10.0,0.0
26,34.0,26.0,18.0,73.0,45.0,28.0,79.0,45.0,10.0,1017.0,1015.0,1011.0,16.0,16.0,16.0,19.0,8.0,0.0
26,36.0,26.0,16.0,49.0,41.0,35.0,60.0,36.0,12.0,1019.0,1017.0,1015.0,16.0,16.0,8.0,14.0,5.0,0.0
24,35.0,26.0,17.0,67.0,56.0,46.0,87.0,55.0,23.0,1020.0,1018.0,1016.0,16.0,16.0,11.0,19.0,6.0,0.0
24,32.0,24.0,17.0,66.0,56.0,48.0,93.0,60.0,26.0,1023.0,1021.0,1019.0,16.0,16.0,16.0,19.0,3.0,0.0
22,31.0,24.0,17.0,54.0,48.0,42.0,67.0,46.0,25.0,1026.0,1023.0,1022.0,16.0,16.0,16.0,14.0,6.0,0.0
21,29.0,22.0,14.0,42.0,35.0,29.0,51.0,33.0,14.0,1028.0,1025.0,1023.0,16.0,16.0,16.0,14.0,6.0,0.0
23,30.0,21.0,12.0,53.0,45.0,38.0,67.0,46.0,25.0,1025.0,1022.0,1019.0,16.0,16.0,16.0,19.0,6.0,0.0
26,31.0,23.0,14.0,68.0,58.0,52.0,86.0,61.0,35.0,1022.0,1019.0,1016.0,16.0,16.0,16.0,21.0,6.0,0.0
24,30.0,26.0,22.0,70.0,68.0,65.0,90.0,71.0,51.0,1020.0,1018.0,1015.0,16.0,16.0,14.0,26.0,13.0,0.0
24,28.0,24.0,21.0,74.0,70.0,67.0,100.0,85.0,69.0,1017.0,1015.0,1012.0,16.0,11.0,3.0,26.0,11.0,4.0
20,27.0,24.0,22.0,76.0,73.0,69.0,100.0,91.0,82.0,1014.0,1012.0,1010.0,16.0,11.0,2.0,34.0,10.0,11.0
16,24.0,20.0,16.0,74.0,66.0,60.0,100.0,94.0,87.0,1016.0,1013.0,1009.0,16.0,6.0,2.0,27.0,14.0,122.0
21,18.0,16.0,14.0,58.0,57.0,55.0,100.0,89.0,78.0,1018.0,1017.0,1016.0,16.0,13.0,5.0,27.0,14.0,17.0
22,26.0,21.0,14.0,57.0,54.0,50.0,78.0,62.0,45.0,1018.0,1015.0,1012.0,16.0,16.0,16.0,24.0,10.0,0.0
21,29.0,22.0,14.0,56.0,53.0,47.0,93.0,61.0,28.0,1014.0,1011.0,1007.0,16.0,16.0,16.0,13.0,5.0,0.0
19,28.0,21.0,14.0,54.0,50.0,45.0,78.0,53.0,28.0,1013.0,1011.0,1008.0,16.0,16.0,16.0,29.0,6.0,0.0
22,27.0,19.0,11.0,64.0,54.0,49.0,96.0,66.0,35.0,1015.0,1012.0,1010.0,16.0,16.0,16.0,19.0,6.0,0.0
22,24.0,22.0,19.0,73.0,70.0,65.0,100.0,90.0,79.0,1012.0,1007.0,1003.0,16.0,6.0,0.0,47.0,13.0,125.0
19,25.0,22.0,18.0,73.0,65.0,59.0,100.0,82.0,64.0,1013.0,1007.0,1002.0,16.0,13.0,2.0,26.0,6.0,23.0
20,24.0,19.0,15.0,59.0,57.0,53.0,97.0,75.0,53.0,1017.0,1015.0,1013.0,16.0,16.0,8.0,13.0,5.0,2.0
21,26.0,20.0,14.0,60.0,58.0,55.0,100.0,75.0,50.0,1017.0,1015.0,1013.0,16.0,8.0,0.0,16.0,5.0,0.0
21,27.0,21.0,14.0,62.0,59.0,55.0,100.0,74.0,47.0,1019.0,1016.0,1014.0,16.0,11.0,0.0,16.0,5.0,0.0
26,26.0,21.0,16.0,68.0,64.0,59.0,100.0,82.0,64.0,1018.0,1017.0,1015.0,16.0,14.0,8.0,21.0,8.0,0.0
20,29.0,26.0,22.0,74.0,72.0,69.0,100.0,83.0,65.0,1017.0,1015.0,1012.0,16.0,14.0,3.0,19.0,10.0,1.0
16,24.0,20.0,15.0,71.0,54.0,43.0,87.0,62.0,37.0,1020.0,1018.0,1016.0,16.0,16.0,16.0,23.0,5.0,1.0
17,17.0,16.0,13.0,57.0,54.0,43.0,100.0,79.0,57.0,1025.0,1022.0,1017.0,16.0,13.0,0.0,27.0,13.0,13.0
17,22.0,17.0,12.0,47.0,43.0,41.0,72.0,56.0,39.0,1026.0,1024.0,1021.0,16.0,16.0,16.0,21.0,8.0,0.0
19,23.0,17.0,11.0,55.0,50.0,44.0,83.0,66.0,49.0,1022.0,1020.0,1018.0,16.0,16.0,16.0,10.0,2.0,0.0
25,23.0,19.0,16.0,67.0,63.0,55.0,90.0,82.0,73.0,1020.0,1017.0,1014.0,16.0,16.0,16.0,19.0,6.0,0.0
18,29.0,25.0,21.0,71.0,64.0,27.0,93.0,62.0,31.0,1016.0,1012.0,1009.0,16.0,16.0,16.0,21.0,11.0,0.0
16,22.0,18.0,13.0,41.0,36.0,27.0,51.0,36.0,20.0,1025.0,1022.0,1017.0,16.0,16.0,16.0,26.0,10.0,0.0
16,18.0,16.0,13.0,43.0,39.0,37.0,57.0,47.0,37.0,1027.0,1025.0,1024.0,16.0,16.0,16.0,11.0,6.0,0.0
17,18.0,16.0,12.0,52.0,46.0,40.0,83.0,66.0,48.0,1028.0,1026.0,1025.0,16.0,16.0,10.0,13.0,5.0,0.0
21,21.0,17.0,12.0,62.0,53.0,46.0,87.0,73.0,58.0,1025.0,1022.0,1018.0,16.0,16.0,16.0,14.0,6.0,0.0
16,24.0,21.0,18.0,71.0,67.0,63.0,100.0,92.0,84.0,1019.0,1011.0,1003.0,16.0,13.0,3.0,26.0,11.0,0.0
14,24.0,16.0,8.0,70.0,55.0,42.0,93.0,69.0,44.0,1009.0,1004.0,1000.0,16.0,13.0,2.0,29.0,6.0,26.0
17,22.0,14.0,6.0,45.0,42.0,39.0,93.0,64.0,35.0,1015.0,1011.0,1008.0,16.0,16.0,16.0,14.0,3.0,0.0
18,26.0,17.0,8.0,51.0,46.0,41.0,86.0,59.0,32.0,1021.0,1019.0,1015.0,16.0,16.0,16.0,13.0,2.0,0.0
12,25.0,18.0,11.0,61.0,55.0,49.0,93.0,67.0,40.0,1020.0,1017.0,1014.0,16.0,16.0,16.0,19.0,6.0,0.0
8,19.0,12.0,5.0,63.0,47.0,25.0,93.0,63.0,32.0,1028.0,1020.0,1013.0,16.0,16.0,11.0,35.0,11.0,0.0
9,15.0,8.0,1.0,33.0,29.0,26.0,82.0,56.0,30.0,1029.0,1027.0,1024.0,16.0,16.0,16.0,13.0,3.0,0.0
13,17.0,9.0,0.0,41.0,33.0,29.0,92.0,61.0,30.0,1028.0,1026.0,1023.0,16.0,16.0,16.0,14.0,3.0,0.0
20,18.0,13.0,8.0,58.0,50.0,42.0,80.0,74.0,67.0,1024.0,1021.0,1018.0,16.0,16.0,16.0,14.0,5.0,0.0
