,Mean TemperatureC,Mean TemperatureC_1,Mean TemperatureC_2,Mean TemperatureC_3,Mean TemperatureC_4,Mean TemperatureC_5,MeanDew PointC_1,MeanDew PointC_2,MeanDew PointC_3,MeanDew PointC_4,MeanDew PointC_5, Mean Humidity_1, Mean Humidity_2, Mean Humidity_3, Mean Humidity_4, Mean Humidity_5, Min Humidity_1, Min Humidity_2, Min Humidity_3, Min Humidity_4, Min Humidity_5, Mean Sea Level PressurehPa_1, Mean Sea Level PressurehPa_2, Mean Sea Level PressurehPa_3, Mean Sea Level PressurehPa_4, Mean Sea Level PressurehPa_5, Mean VisibilityKm_1, Mean VisibilityKm_2, Mean VisibilityKm_3, Mean VisibilityKm_4, Mean VisibilityKm_5, Mean Wind SpeedKm/h_1, Mean Wind SpeedKm/h_2, Mean Wind SpeedKm/h_3, Mean Wind SpeedKm/h_4, Mean Wind SpeedKm/h_5,Precipitationmm_1,Precipitationmm_2,Precipitationmm_3,Precipitationmm_4,Precipitationmm_5, CloudCover_1, CloudCover_2, CloudCover_3, CloudCover_4, CloudCover_5,WindDirDegrees_1,WindDirDegrees_2,WindDirDegrees_3,WindDirDegrees_4,WindDirDegrees_5
6388,12.0,14.0,15.0,16.0,18.0,17.0,9.0,7.0,7.0,8.0,9.0,75.0,65.0,59.0,62.0,67.0,41.0,30.0,23.0,21.0,27.0,1020.0,1024.0,1023.0,1022.0,1018.0,15.0,29.0,29.0,27.0,21.0,6.0,6.0,6.0,5.0,5.0,4.06,0.0,0.0,0.0,0.0,5.0,2.0,10.0,2.0,2.0,296.0,330.0,355.0,348.0,338.0
6389,11.0,12.0,14.0,15.0,16.0,18.0,9.0,9.0,7.0,7.0,8.0,85.0,75.0,65.0,59.0,62.0,56.0,41.0,30.0,23.0,21.0,1013.0,1020.0,1024.0,1023.0,1022.0,10.0,15.0,29.0,29.0,27.0,10.0,6.0,6.0,6.0,5.0,0.0,4.06,0.0,0.0,0.0,5.0,5.0,2.0,10.0,2.0,204.0,296.0,330.0,355.0,348.0
6390,9.0,11.0,12.0,14.0,15.0,16.0,4.0,9.0,9.0,7.0,7.0,67.0,85.0,75.0,65.0,59.0,39.0,56.0,41.0,30.0,23.0,1001.0,1013.0,1020.0,1024.0,1023.0,16.0,10.0,15.0,29.0,29.0,19.0,10.0,6.0,6.0,6.0,8.89,0.0,4.06,0.0,0.0,5.0,5.0,5.0,2.0,10.0,282.0,204.0,296.0,330.0,355.0
6391,9.0,9.0,11.0,12.0,14.0,15.0,2.0,4.0,9.0,9.0,7.0,57.0,67.0,85.0,75.0,65.0,30.0,39.0,56.0,41.0,30.0,1010.0,1001.0,1013.0,1020.0,1024.0,17.0,16.0,10.0,15.0,29.0,10.0,19.0,10.0,6.0,6.0,0.0,8.89,0.0,4.06,0.0,2.0,5.0,5.0,5.0,2.0,293.0,282.0,204.0,296.0,330.0
6392,14.0,9.0,9.0,11.0,12.0,14.0,3.0,2.0,4.0,9.0,9.0,66.0,57.0,67.0,85.0,75.0,30.0,30.0,39.0,56.0,41.0,1016.0,1010.0,1001.0,1013.0,1020.0,19.0,17.0,16.0,10.0,15.0,8.0,10.0,19.0,10.0,6.0,0.0,0.0,8.89,0.0,4.06,2.0,2.0,5.0,5.0,5.0,193.0,293.0,282.0,204.0,296.0
6393,12.0,14.0,9.0,9.0,11.0,12.0,9.0,3.0,2.0,4.0,9.0,73.0,66.0,57.0,67.0,85.0,38.0,30.0,30.0,39.0,56.0,1015.0,1016.0,1010.0,1001.0,1013.0,15.0,19.0,17.0,16.0,10.0,18.0,8.0,10.0,19.0,10.0,1.02,0.0,0.0,8.89,0.0,5.0,2.0,2.0,5.0,5.0,240.0,193.0,293.0,282.0,204.0
6394,9.0,12.0,14.0,9.0,9.0,11.0,6.0,9.0,3.0,2.0,4.0,70.0,73.0,66.0,57.0,67.0,44.0,38.0,30.0,30.0,39.0,1014.0,1015.0,1016.0,1010.0,1001.0,16.0,15.0,19.0,17.0,16.0,10.0,18.0,8.0,10.0,19.0,0.51,1.02,0.0,0.0,8.89,6.0,5.0,2.0,2.0,5.0,223.0,240.0,193.0,293.0,282.0
6395,6.0,9.0,12.0,14.0,9.0,9.0,4.0,6.0,9.0,3.0,2.0,73.0,70.0,73.0,66.0,57.0,36.0,44.0,38.0,30.0,30.0,1011.0,1014.0,1015.0,1016.0,1010.0,17.0,16.0,15.0,19.0,17.0,8.0,10.0,18.0,8.0,10.0,0.25,0.51,1.02,0.0,0.0,5.0,6.0,5.0,2.0,2.0,200.0,223.0,240.0,193.0,293.0
6396,9.0,6.0,9.0,12.0,14.0,9.0,2.0,4.0,6.0,9.0,3.0,73.0,73.0,70.0,73.0,66.0,36.0,36.0,44.0,38.0,30.0,1014.0,1011.0,1014.0,1015.0,1016.0,17.0,17.0,16.0,15.0,19.0,6.0,8.0,10.0,18.0,8.0,0.25,0.25,0.51,1.02,0.0,3.0,5.0,6.0,5.0,2.0,231.0,200.0,223.0,240.0,193.0
6397,12.0,9.0,6.0,9.0,12.0,14.0,8.0,2.0,4.0,6.0,9.0,91.0,73.0,73.0,70.0,73.0,69.0,36.0,36.0,44.0,38.0,1005.0,1014.0,1011.0,1014.0,1015.0,10.0,17.0,17.0,16.0,15.0,6.0,6.0,8.0,10.0,18.0,13.97,0.25,0.25,0.51,1.02,6.0,3.0,5.0,6.0,5.0,148.0,231.0,200.0,223.0,240.0
6398,12.0,12.0,9.0,6.0,9.0,12.0,8.0,8.0,2.0,4.0,6.0,78.0,91.0,73.0,73.0,70.0,55.0,69.0,36.0,36.0,44.0,1010.0,1005.0,1014.0,1011.0,1014.0,16.0,10.0,17.0,17.0,16.0,21.0,6.0,6.0,8.0,10.0,0.0,13.97,0.25,0.25,0.51,3.0,6.0,3.0,5.0,6.0,225.0,148.0,231.0,200.0,223.0
6399,12.0,12.0,12.0,9.0,6.0,9.0,10.0,8.0,8.0,2.0,4.0,85.0,78.0,91.0,73.0,73.0,68.0,55.0,69.0,36.0,36.0,1013.0,1010.0,1005.0,1014.0,1011.0,14.0,16.0,10.0,17.0,17.0,8.0,21.0,6.0,6.0,8.0,0.0,0.0,13.97,0.25,0.25,4.0,3.0,6.0,3.0,5.0,170.0,225.0,148.0,231.0,200.0
6400,10.0,12.0,12.0,12.0,9.0,6.0,10.0,10.0,8.0,8.0,2.0,83.0,85.0,78.0,91.0,73.0,53.0,68.0,55.0,69.0,36.0,1007.0,1013.0,1010.0,1005.0,1014.0,15.0,14.0,16.0,10.0,17.0,19.0,8.0,21.0,6.0,6.0,2.03,0.0,0.0,13.97,0.25,5.0,4.0,3.0,6.0,3.0,190.0,170.0,225.0,148.0,231.0
6401,10.0,10.0,12.0,12.0,12.0,9.0,7.0,10.0,10.0,8.0,8.0,79.0,83.0,85.0,78.0,91.0,54.0,53.0,68.0,55.0,69.0,1011.0,1007.0,1013.0,1010.0,1005.0,16.0,15.0,14.0,16.0,10.0,19.0,19.0,8.0,21.0,6.0,0.51,2.03,0.0,0.0,13.97,3.0,5.0,4.0,3.0,6.0,223.0,190.0,170.0,225.0,148.0
6402,10.0,10.0,10.0,12.0,12.0,12.0,6.0,7.0,10.0,10.0,8.0,76.0,79.0,83.0,85.0,78.0,50.0,54.0,53.0,68.0,55.0,1014.0,1011.0,1007.0,1013.0,1010.0,16.0,16.0,15.0,14.0,16.0,18.0,19.0,19.0,8.0,21.0,0.0,0.51,2.03,0.0,0.0,3.0,3.0,5.0,4.0,3.0,217.0,223.0,190.0,170.0,225.0
6403,6.0,10.0,10.0,10.0,12.0,12.0,4.0,6.0,7.0,10.0,10.0,66.0,76.0,79.0,83.0,85.0,33.0,50.0,54.0,53.0,68.0,1011.0,1014.0,1011.0,1007.0,1013.0,16.0,16.0,16.0,15.0,14.0,19.0,18.0,19.0,19.0,8.0,0.0,0.0,0.51,2.03,0.0,3.0,3.0,3.0,5.0,4.0,240.0,217.0,223.0,190.0,170.0
6404,11.0,6.0,10.0,10.0,10.0,12.0,3.0,4.0,6.0,7.0,10.0,84.0,66.0,76.0,79.0,83.0,59.0,33.0,50.0,54.0,53.0,1014.0,1011.0,1014.0,1011.0,1007.0,15.0,16.0,16.0,16.0,15.0,5.0,19.0,18.0,19.0,19.0,0.0,0.0,0.0,0.51,2.03,5.0,3.0,3.0,3.0,5.0,349.0,240.0,217.0,223.0,190.0
6405,13.0,11.0,6.0,10.0,10.0,10.0,7.0,3.0,4.0,6.0,7.0,83.0,84.0,66.0,76.0,79.0,49.0,59.0,33.0,50.0,54.0,1016.0,1014.0,1011.0,1014.0,1011.0,12.0,15.0,16.0,16.0,16.0,5.0,5.0,19.0,18.0,19.0,0.0,0.0,0.0,0.0,0.51,3.0,5.0,3.0,3.0,3.0,7.0,349.0,240.0,217.0,223.0
6406,11.0,13.0,11.0,6.0,10.0,10.0,8.0,7.0,3.0,4.0,6.0,75.0,83.0,84.0,66.0,76.0,33.0,49.0,59.0,33.0,50.0,1018.0,1016.0,1014.0,1011.0,1014.0,17.0,12.0,15.0,16.0,16.0,5.0,5.0,5.0,19.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,3.0,3.0,17.0,7.0,349.0,240.0,217.0
6407,13.0,11.0,13.0,11.0,6.0,10.0,8.0,8.0,7.0,3.0,4.0,83.0,75.0,83.0,84.0,66.0,58.0,33.0,49.0,59.0,33.0,1018.0,1018.0,1016.0,1014.0,1011.0,19.0,17.0,12.0,15.0,16.0,5.0,5.0,5.0,5.0,19.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,3.0,5.0,3.0,345.0,17.0,7.0,349.0,240.0
6408,14.0,13.0,11.0,13.0,11.0,6.0,9.0,8.0,8.0,7.0,3.0,81.0,83.0,75.0,83.0,84.0,50.0,58.0,33.0,49.0,59.0,1015.0,1018.0,1018.0,1016.0,1014.0,17.0,19.0,17.0,12.0,15.0,6.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,2.0,3.0,5.0,344.0,345.0,17.0,7.0,349.0
6409,13.0,14.0,13.0,11.0,13.0,11.0,11.0,9.0,8.0,8.0,7.0,78.0,81.0,83.0,75.0,83.0,51.0,50.0,58.0,33.0,49.0,1013.0,1015.0,1018.0,1018.0,1016.0,11.0,17.0,19.0,17.0,12.0,6.0,6.0,5.0,5.0,5.0,3.05,0.0,0.0,0.0,0.0,6.0,5.0,8.0,2.0,3.0,351.0,344.0,345.0,17.0,7.0
6410,12.0,13.0,14.0,13.0,11.0,13.0,10.0,11.0,9.0,8.0,8.0,79.0,78.0,81.0,83.0,75.0,45.0,51.0,50.0,58.0,33.0,1017.0,1013.0,1015.0,1018.0,1018.0,15.0,11.0,17.0,19.0,17.0,5.0,6.0,6.0,5.0,5.0,0.0,3.05,0.0,0.0,0.0,3.0,6.0,5.0,8.0,2.0,335.0,351.0,344.0,345.0,17.0
6411,10.0,12.0,13.0,14.0,13.0,11.0,10.0,10.0,11.0,9.0,8.0,89.0,79.0,78.0,81.0,83.0,64.0,45.0,51.0,50.0,58.0,1017.0,1017.0,1013.0,1015.0,1018.0,10.0,15.0,11.0,17.0,19.0,5.0,5.0,6.0,6.0,5.0,7.11,0.0,3.05,0.0,0.0,4.0,3.0,6.0,5.0,8.0,148.0,335.0,351.0,344.0,345.0
6412,9.0,10.0,12.0,13.0,14.0,13.0,8.0,10.0,10.0,11.0,9.0,81.0,89.0,79.0,78.0,81.0,48.0,64.0,45.0,51.0,50.0,1013.0,1017.0,1017.0,1013.0,1015.0,13.0,10.0,15.0,11.0,17.0,6.0,5.0,5.0,6.0,6.0,0.0,7.11,0.0,3.05,0.0,5.0,4.0,3.0,6.0,5.0,234.0,148.0,335.0,351.0,344.0
6413,10.0,9.0,10.0,12.0,13.0,14.0,7.0,8.0,10.0,10.0,11.0,86.0,81.0,89.0,79.0,78.0,67.0,48.0,64.0,45.0,51.0,1002.0,1013.0,1017.0,1017.0,1013.0,13.0,13.0,10.0,15.0,11.0,10.0,6.0,5.0,5.0,6.0,2.03,0.0,7.11,0.0,3.05,5.0,5.0,4.0,3.0,6.0,137.0,234.0,148.0,335.0,351.0
6414,9.0,10.0,9.0,10.0,12.0,13.0,8.0,7.0,8.0,10.0,10.0,88.0,86.0,81.0,89.0,79.0,69.0,67.0,48.0,64.0,45.0,988.0,1002.0,1013.0,1017.0,1017.0,14.0,13.0,13.0,10.0,15.0,18.0,10.0,6.0,5.0,5.0,13.97,2.03,0.0,7.11,0.0,6.0,5.0,5.0,4.0,3.0,129.0,137.0,234.0,148.0,335.0
6415,12.0,9.0,10.0,9.0,10.0,12.0,8.0,8.0,7.0,8.0,10.0,92.0,88.0,86.0,81.0,89.0,82.0,69.0,67.0,48.0,64.0,995.0,988.0,1002.0,1013.0,1017.0,13.0,14.0,13.0,13.0,10.0,8.0,18.0,10.0,6.0,5.0,2.03,13.97,2.03,0.0,7.11,6.0,6.0,5.0,5.0,4.0,344.0,129.0,137.0,234.0,148.0
6416,12.0,12.0,9.0,10.0,9.0,10.0,9.0,8.0,8.0,7.0,8.0,89.0,92.0,88.0,86.0,81.0,53.0,82.0,69.0,67.0,48.0,1000.0,995.0,988.0,1002.0,1013.0,9.0,13.0,14.0,13.0,13.0,5.0,8.0,18.0,10.0,6.0,2.03,2.03,13.97,2.03,0.0,5.0,6.0,6.0,5.0,5.0,25.0,344.0,129.0,137.0,234.0
6417,11.0,12.0,12.0,9.0,10.0,9.0,5.0,9.0,8.0,8.0,7.0,61.0,89.0,92.0,88.0,86.0,36.0,53.0,82.0,69.0,67.0,1005.0,1000.0,995.0,988.0,1002.0,19.0,9.0,13.0,14.0,13.0,16.0,5.0,8.0,18.0,10.0,0.0,2.03,2.03,13.97,2.03,2.0,5.0,6.0,6.0,5.0,354.0,25.0,344.0,129.0,137.0
6418,8.0,11.0,12.0,12.0,9.0,10.0,3.0,5.0,9.0,8.0,8.0,58.0,61.0,89.0,92.0,88.0,33.0,36.0,53.0,82.0,69.0,1010.0,1005.0,1000.0,995.0,988.0,23.0,19.0,9.0,13.0,14.0,19.0,16.0,5.0,8.0,18.0,0.0,0.0,2.03,2.03,13.97,2.0,2.0,5.0,6.0,6.0,7.0,354.0,25.0,344.0,129.0
6419,7.0,8.0,11.0,12.0,12.0,9.0,3.0,3.0,5.0,9.0,8.0,72.0,58.0,61.0,89.0,92.0,51.0,33.0,36.0,53.0,82.0,1011.0,1010.0,1005.0,1000.0,995.0,22.0,23.0,19.0,9.0,13.0,6.0,19.0,16.0,5.0,8.0,0.0,0.0,0.0,2.03,2.03,4.0,2.0,2.0,5.0,6.0,7.0,7.0,354.0,25.0,344.0
6420,7.0,7.0,8.0,11.0,12.0,12.0,2.0,3.0,3.0,5.0,9.0,66.0,72.0,58.0,61.0,89.0,42.0,51.0,33.0,36.0,53.0,1012.0,1011.0,1010.0,1005.0,1000.0,16.0,22.0,23.0,19.0,9.0,8.0,6.0,19.0,16.0,5.0,0.0,0.0,0.0,0.0,2.03,6.0,4.0,2.0,2.0,5.0,345.0,7.0,7.0,354.0,25.0
6421,6.0,7.0,7.0,8.0,11.0,12.0,2.0,2.0,3.0,3.0,5.0,70.0,66.0,72.0,58.0,61.0,25.0,42.0,51.0,33.0,36.0,1020.0,1012.0,1011.0,1010.0,1005.0,17.0,16.0,22.0,23.0,19.0,3.0,8.0,6.0,19.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,4.0,2.0,2.0,352.0,345.0,7.0,7.0,354.0
6422,6.0,6.0,7.0,7.0,8.0,11.0,0.0,2.0,2.0,3.0,3.0,62.0,70.0,66.0,72.0,58.0,30.0,25.0,42.0,51.0,33.0,1025.0,1020.0,1012.0,1011.0,1010.0,19.0,17.0,16.0,22.0,23.0,10.0,3.0,8.0,6.0,19.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,4.0,2.0,336.0,352.0,345.0,7.0,7.0
6423,6.0,6.0,6.0,7.0,7.0,8.0,-1.0,0.0,2.0,2.0,3.0,57.0,62.0,70.0,66.0,72.0,35.0,30.0,25.0,42.0,51.0,1027.0,1025.0,1020.0,1012.0,1011.0,28.0,19.0,17.0,16.0,22.0,18.0,10.0,3.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,6.0,4.0,1.0,336.0,352.0,345.0,7.0
6424,6.0,6.0,6.0,6.0,7.0,7.0,-1.0,-1.0,0.0,2.0,2.0,73.0,57.0,62.0,70.0,66.0,30.0,35.0,30.0,25.0,42.0,1029.0,1027.0,1025.0,1020.0,1012.0,24.0,28.0,19.0,17.0,16.0,3.0,18.0,10.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,6.0,173.0,1.0,336.0,352.0,345.0
6425,6.0,6.0,6.0,6.0,6.0,7.0,0.0,-1.0,-1.0,0.0,2.0,60.0,73.0,57.0,62.0,70.0,33.0,30.0,35.0,30.0,25.0,1030.0,1029.0,1027.0,1025.0,1020.0,20.0,24.0,28.0,19.0,17.0,16.0,3.0,18.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,360.0,173.0,1.0,336.0,352.0
6426,6.0,6.0,6.0,6.0,6.0,6.0,1.0,0.0,-1.0,-1.0,0.0,71.0,60.0,73.0,57.0,62.0,38.0,33.0,30.0,35.0,30.0,1031.0,1030.0,1029.0,1027.0,1025.0,27.0,20.0,24.0,28.0,19.0,10.0,16.0,3.0,18.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,122.0,360.0,173.0,1.0,336.0
6427,4.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,0.0,-1.0,-1.0,81.0,71.0,60.0,73.0,57.0,42.0,38.0,33.0,30.0,35.0,1030.0,1031.0,1030.0,1029.0,1027.0,19.0,27.0,20.0,24.0,28.0,3.0,10.0,16.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,341.0,122.0,360.0,173.0,1.0
6428,8.0,4.0,6.0,6.0,6.0,6.0,2.0,1.0,1.0,0.0,-1.0,84.0,81.0,71.0,60.0,73.0,51.0,42.0,38.0,33.0,30.0,1022.0,1030.0,1031.0,1030.0,1029.0,9.0,19.0,27.0,20.0,24.0,5.0,3.0,10.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,7.0,341.0,122.0,360.0,173.0
6429,7.0,8.0,4.0,6.0,6.0,6.0,6.0,2.0,1.0,1.0,0.0,88.0,84.0,81.0,71.0,60.0,62.0,51.0,42.0,38.0,33.0,1013.0,1022.0,1030.0,1031.0,1030.0,9.0,9.0,19.0,27.0,20.0,6.0,5.0,3.0,10.0,16.0,5.08,0.0,0.0,0.0,0.0,6.0,1.0,3.0,1.0,1.0,126.0,7.0,341.0,122.0,360.0
6430,8.0,7.0,8.0,4.0,6.0,6.0,8.0,6.0,2.0,1.0,1.0,97.0,88.0,84.0,81.0,71.0,88.0,62.0,51.0,42.0,38.0,1014.0,1013.0,1022.0,1030.0,1031.0,12.0,9.0,9.0,19.0,27.0,6.0,6.0,5.0,3.0,10.0,6.1,5.08,0.0,0.0,0.0,7.0,6.0,1.0,3.0,1.0,47.0,126.0,7.0,341.0,122.0
6431,7.0,8.0,7.0,8.0,4.0,6.0,5.0,8.0,6.0,2.0,1.0,80.0,97.0,88.0,84.0,81.0,51.0,88.0,62.0,51.0,42.0,1017.0,1014.0,1013.0,1022.0,1030.0,18.0,12.0,9.0,9.0,19.0,10.0,6.0,6.0,5.0,3.0,0.51,6.1,5.08,0.0,0.0,4.0,7.0,6.0,1.0,3.0,6.0,47.0,126.0,7.0,341.0
6432,7.0,7.0,8.0,7.0,8.0,4.0,3.0,5.0,8.0,6.0,2.0,81.0,80.0,97.0,88.0,84.0,51.0,51.0,88.0,62.0,51.0,1020.0,1017.0,1014.0,1013.0,1022.0,14.0,18.0,12.0,9.0,9.0,3.0,10.0,6.0,6.0,5.0,0.25,0.51,6.1,5.08,0.0,3.0,4.0,7.0,6.0,1.0,173.0,6.0,47.0,126.0,7.0
6433,7.0,7.0,7.0,8.0,7.0,8.0,4.0,3.0,5.0,8.0,6.0,84.0,81.0,80.0,97.0,88.0,51.0,51.0,51.0,88.0,62.0,1025.0,1020.0,1017.0,1014.0,1013.0,19.0,14.0,18.0,12.0,9.0,5.0,3.0,10.0,6.0,6.0,0.0,0.25,0.51,6.1,5.08,2.0,3.0,4.0,7.0,6.0,151.0,173.0,6.0,47.0,126.0
6434,7.0,7.0,7.0,7.0,8.0,7.0,4.0,4.0,3.0,5.0,8.0,87.0,84.0,81.0,80.0,97.0,50.0,51.0,51.0,51.0,88.0,1028.0,1025.0,1020.0,1017.0,1014.0,9.0,19.0,14.0,18.0,12.0,5.0,5.0,3.0,10.0,6.0,0.0,0.0,0.25,0.51,6.1,3.0,2.0,3.0,4.0,7.0,332.0,151.0,173.0,6.0,47.0
6435,7.0,7.0,7.0,7.0,7.0,8.0,4.0,4.0,4.0,3.0,5.0,89.0,87.0,84.0,81.0,80.0,57.0,50.0,51.0,51.0,51.0,1031.0,1028.0,1025.0,1020.0,1017.0,8.0,9.0,19.0,14.0,18.0,5.0,5.0,5.0,3.0,10.0,0.0,0.0,0.0,0.25,0.51,1.0,3.0,2.0,3.0,4.0,36.0,332.0,151.0,173.0,6.0
6436,7.0,7.0,7.0,7.0,7.0,7.0,2.0,4.0,4.0,4.0,3.0,81.0,89.0,87.0,84.0,81.0,44.0,57.0,50.0,51.0,51.0,1033.0,1031.0,1028.0,1025.0,1020.0,14.0,8.0,9.0,19.0,14.0,3.0,5.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.25,1.0,1.0,3.0,2.0,3.0,351.0,36.0,332.0,151.0,173.0
6437,7.0,7.0,7.0,7.0,7.0,7.0,3.0,2.0,4.0,4.0,4.0,82.0,81.0,89.0,87.0,84.0,43.0,44.0,57.0,50.0,51.0,1033.0,1033.0,1031.0,1028.0,1025.0,30.0,14.0,8.0,9.0,19.0,6.0,3.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,3.0,2.0,348.0,351.0,36.0,332.0,151.0
6438,6.0,7.0,7.0,7.0,7.0,7.0,1.0,3.0,2.0,4.0,4.0,75.0,82.0,81.0,89.0,87.0,24.0,43.0,44.0,57.0,50.0,1032.0,1033.0,1033.0,1031.0,1028.0,30.0,30.0,14.0,8.0,9.0,5.0,6.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,1.0,1.0,3.0,350.0,348.0,351.0,36.0,332.0
6439,4.0,6.0,7.0,7.0,7.0,7.0,-1.0,1.0,3.0,2.0,4.0,74.0,75.0,82.0,81.0,89.0,32.0,24.0,43.0,44.0,57.0,1030.0,1032.0,1033.0,1033.0,1031.0,30.0,30.0,30.0,14.0,8.0,5.0,5.0,6.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10.0,1.0,1.0,346.0,350.0,348.0,351.0,36.0
6440,6.0,4.0,6.0,7.0,7.0,7.0,1.0,-1.0,1.0,3.0,2.0,84.0,74.0,75.0,82.0,81.0,46.0,32.0,24.0,43.0,44.0,1030.0,1030.0,1032.0,1033.0,1033.0,15.0,30.0,30.0,30.0,14.0,5.0,5.0,5.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,10.0,1.0,352.0,346.0,350.0,348.0,351.0
6441,6.0,6.0,4.0,6.0,7.0,7.0,1.0,1.0,-1.0,1.0,3.0,80.0,84.0,74.0,75.0,82.0,37.0,46.0,32.0,24.0,43.0,1032.0,1030.0,1030.0,1032.0,1033.0,14.0,15.0,30.0,30.0,30.0,5.0,5.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,3.0,10.0,339.0,352.0,346.0,350.0,348.0
6442,4.0,6.0,6.0,4.0,6.0,7.0,2.0,1.0,1.0,-1.0,1.0,84.0,80.0,84.0,74.0,75.0,48.0,37.0,46.0,32.0,24.0,1032.0,1032.0,1030.0,1030.0,1032.0,27.0,14.0,15.0,30.0,30.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,3.0,333.0,339.0,352.0,346.0,350.0
6443,7.0,4.0,6.0,6.0,4.0,6.0,2.0,2.0,1.0,1.0,-1.0,86.0,84.0,80.0,84.0,74.0,54.0,48.0,37.0,46.0,32.0,1026.0,1032.0,1032.0,1030.0,1030.0,14.0,27.0,14.0,15.0,30.0,6.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,338.0,333.0,339.0,352.0,346.0
6444,5.0,7.0,4.0,6.0,6.0,4.0,1.0,2.0,2.0,1.0,1.0,59.0,86.0,84.0,80.0,84.0,38.0,54.0,48.0,37.0,46.0,1019.0,1026.0,1032.0,1032.0,1030.0,17.0,14.0,27.0,14.0,15.0,23.0,6.0,5.0,5.0,5.0,0.51,0.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,1.0,314.0,338.0,333.0,339.0,352.0
6445,3.0,5.0,7.0,4.0,6.0,6.0,-12.0,1.0,2.0,2.0,1.0,30.0,59.0,86.0,84.0,80.0,6.0,38.0,54.0,48.0,37.0,1030.0,1019.0,1026.0,1032.0,1032.0,31.0,17.0,14.0,27.0,14.0,19.0,23.0,6.0,5.0,5.0,0.0,0.51,0.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,28.0,314.0,338.0,333.0,339.0
6446,2.0,3.0,5.0,7.0,4.0,6.0,-9.0,-12.0,1.0,2.0,2.0,44.0,30.0,59.0,86.0,84.0,16.0,6.0,38.0,54.0,48.0,1034.0,1030.0,1019.0,1026.0,1032.0,30.0,31.0,17.0,14.0,27.0,3.0,19.0,23.0,6.0,5.0,0.0,0.0,0.51,0.0,0.0,3.0,1.0,3.0,1.0,1.0,319.0,28.0,314.0,338.0,333.0
6447,3.0,2.0,3.0,5.0,7.0,4.0,-4.0,-9.0,-12.0,1.0,2.0,70.0,44.0,30.0,59.0,86.0,30.0,16.0,6.0,38.0,54.0,1033.0,1034.0,1030.0,1019.0,1026.0,27.0,30.0,31.0,17.0,14.0,5.0,3.0,19.0,23.0,6.0,0.0,0.0,0.0,0.51,0.0,1.0,3.0,1.0,3.0,1.0,22.0,319.0,28.0,314.0,338.0
6448,3.0,3.0,2.0,3.0,5.0,7.0,-4.0,-4.0,-9.0,-12.0,1.0,67.0,70.0,44.0,30.0,59.0,17.0,30.0,16.0,6.0,38.0,1035.0,1033.0,1034.0,1030.0,1019.0,15.0,27.0,30.0,31.0,17.0,5.0,5.0,3.0,19.0,23.0,0.0,0.0,0.0,0.0,0.51,31.0,1.0,3.0,1.0,3.0,325.0,22.0,319.0,28.0,314.0
6449,4.0,3.0,3.0,2.0,3.0,5.0,-4.0,-4.0,-4.0,-9.0,-12.0,67.0,67.0,70.0,44.0,30.0,19.0,17.0,30.0,16.0,6.0,1039.0,1035.0,1033.0,1034.0,1030.0,23.0,15.0,27.0,30.0,31.0,5.0,5.0,5.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1.0,3.0,1.0,349.0,325.0,22.0,319.0,28.0
6450,7.0,4.0,3.0,3.0,2.0,3.0,-2.0,-4.0,-4.0,-4.0,-9.0,69.0,67.0,67.0,70.0,44.0,26.0,19.0,17.0,30.0,16.0,1039.0,1039.0,1035.0,1033.0,1034.0,26.0,23.0,15.0,27.0,30.0,5.0,5.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,31.0,1.0,3.0,348.0,349.0,325.0,22.0,319.0
